District,Gas Stove -Yes,Refrigerator/Freezer,Clothes washer,Car/van/autombile,Motorcycle,Cellular Phone,No Cable/satellite Tv,Average Age
 San Pedro de Chunan,46.0,46.0,,14.0,4.0,151.0,197.0,34.5612535612536
 San Pedro de Coris,451.0,451.0,20.0,34.0,23.0,671.0,822.0,32.6502177068215
 San Pedro de Huacarpana,1.0,1.0,,,,123.0,389.0,33.6693548387097
 San Pedro de Huancayre,39.0,39.0,,,2.0,78.0,52.0,41.9142857142857
 San Pedro de Laraos,113.0,113.0,1.0,6.0,1.0,168.0,174.0,39.7642642642643
 San Pedro de Larcay,148.0,148.0,3.0,11.0,29.0,232.0,276.0,33.7190594059406
 San Pedro de Lloc,4413.0,4413.0,1227.0,467.0,931.0,4373.0,2123.0,34.1940806259568
 San Pedro de Palco,127.0,127.0,,1.0,15.0,209.0,361.0,37.8425026968716
 San Pedro de Pilas,70.0,70.0,2.0,1.0,5.0,63.0,110.0,47.5236363636364
 San Pedro de Pillao,129.0,129.0,,4.0,4.0,241.0,569.0,34.036350148368
 San Pedro de Putina Punco,488.0,488.0,19.0,34.0,135.0,1472.0,3485.0,29.6838009644893
 San Rafael,1145.0,1145.0,53.5,47.0,390.5,1524.5,1624.0,29.05381445954065
 San Ramón,6255.0,6255.0,1382.0,668.0,1591.0,6529.0,3508.0,31.1527906976744
 San Roque de Cumbaza,242.0,242.0,19.0,5.0,51.0,347.0,280.0,29.7155963302752
 San Salvador,944.0,944.0,59.0,64.0,78.0,1084.0,1460.0,30.1194571865443
 San Salvador de Quije,107.0,107.0,,3.0,10.0,262.0,377.0,35.0020449897751
 San Sebastian,31017.0,31017.0,12240.0,7162.0,1501.0,31250.0,23319.0,29.3223590673207
 San Silvestre de Cochan,302.0,302.0,12.0,27.0,36.0,997.0,1130.0,35.5413472070099
 San Vicente de Cañete,14805.0,14805.0,4705.0,1924.0,2183.0,14712.0,9089.0,31.8548790506618
 Sanagoran,603.0,603.0,4.0,17.0,85.0,1850.0,3437.0,25.6429345302585
 Sancos,885.0,885.0,23.5,59.5,171.5,1034.5,1056.5,32.4212007512048
 Sandia,1937.0,1937.0,32.0,60.0,113.0,2627.0,3444.0,32.6493278784337
 Sangallaya,153.0,153.0,3.0,6.0,49.0,207.0,181.0,37.9015873015873
 Sangarara,590.0,590.0,7.0,24.0,111.0,712.0,996.0,31.2283272283272
 Santa,4791.0,4791.0,1312.0,319.0,598.0,4525.0,2237.0,30.9639162122216
 Santa Ana,2733.5,2733.5,609.0,220.5,624.0,2762.5,1965.0,34.2629561302409
 Santa Ana de HuaycAHUACHO,114.0,114.0,,3.0,8.0,274.0,384.0,44.7876884422111
 Santa Ana de Tusi,538.0,538.0,12.0,20.0,28.0,1916.0,3730.0,31.3658387142386
 Santa Anita,52703.0,52703.0,24208.0,9430.0,2517.0,51833.0,22784.0,31.6745543131479
 Santa Bárbara de Carhuacayan,203.0,203.0,6.0,16.0,64.0,202.0,226.0,34.320652173913
 Santa Catalina,407.0,407.0,3.0,11.0,42.0,451.0,464.0,26.8554025423729
 Santa Catalina de Mossa,785.0,785.0,31.0,14.0,143.0,783.0,923.0,35.4854794520548
 Santa Cruz,448.0,448.0,30.4,32.2,107.2,860.0,1153.0,31.344551630922922
 Santa Cruz de Andamarca,100.0,100.0,3.0,7.0,6.0,125.0,119.0,39.3951807228916
 Santa Cruz de Chuca,121.0,121.0,5.0,7.0,31.0,613.0,842.0,33.117461430575
 Santa Cruz de Cocachacra,568.0,568.0,129.0,82.0,34.0,549.0,209.0,32.7192276749799
 Santa Cruz de Flores,829.0,829.0,247.0,111.0,212.0,807.0,507.0,34.1788591685466
 Santa Cruz de Toled,28.0,28.0,1.0,3.0,6.0,222.0,313.0,31.3913480885312
 Santa Eulalia,3204.0,3204.0,880.0,520.0,137.0,2993.0,1276.0,32.1031972143083
 Santa Isabel de Siguas,154.0,154.0,14.0,23.0,39.0,185.0,228.0,36.7434017595308
 Santa Leonor,122.0,122.0,3.0,15.0,6.0,214.0,265.0,40.621935483871
 Santa Lucia,1118.0,1118.0,21.5,62.0,348.0,1159.5,1339.0,32.73188247677885
 Santa Maria del Valle,1586.0,1586.0,50.0,131.0,170.0,3083.0,5290.0,29.4955789035681
 Santa María,9289.0,9289.0,2416.0,1183.0,791.0,9272.0,5211.0,31.7653238481264
 Santa María de Chicmo,510.0,510.0,15.0,61.0,62.0,1746.0,2351.0,31.261040235525
 Santa María del Mar,276.0,276.0,160.0,89.0,71.0,284.0,130.0,33.7657657657658
 Santa Rita de Siguas,1604.0,1604.0,225.0,200.0,535.0,1616.0,1545.0,27.3129154795821
 Santa Rosa,1719.0,1719.0,386.1111111111111,170.2,237.22222222222223,1989.1,1929.6,33.01991011891954
 Santa Rosa de Alto Yanajanca,309.0,309.0,5.0,6.0,141.0,413.0,519.0,26.0914051841746
 Santa Rosa de Ocopa,340.0,340.0,32.0,56.0,47.0,518.0,588.0,35.3898134140192
 Santa Rosa de Quives,1464.0,1464.0,149.0,145.0,216.0,1373.0,801.0,29.9595446584939
 Santa Rosa de Sacco,2340.0,2340.0,404.0,365.0,52.0,2244.0,807.0,33.5643310682856
 Santa Teresa,1420.0,1420.0,105.0,72.0,106.0,1479.0,1860.0,34.7531815137307
 Santiago,16290.0,16290.0,5005.5,2669.0,1265.5,16041.0,12792.0,30.0760032299234
 Santiago de Anchucaya,61.0,61.0,2.0,2.0,9.0,108.0,88.0,39.7
 Santiago de Cao,4971.0,4971.0,1789.0,268.0,807.0,4739.0,4024.0,35.3923661737138
 Santiago de Challas,133.0,133.0,2.0,7.0,11.0,413.0,712.0,33.5343891402715
 Santiago de Chilcas,23.0,23.0,,1.0,2.0,106.0,154.0,37.5291375291375
 Santiago de Chocorvos,191.0,191.0,1.0,4.0,8.0,267.0,675.0,42.1059245960503
 Santiago de Chuco,1764.0,1764.0,133.0,64.0,284.0,3762.0,5214.0,29.7888154661133
 Santiago de Lucanamarca,364.0,364.0,3.0,7.0,23.0,499.0,715.0,32.6179883945841
 Santiago de Paucaray,147.0,147.0,2.0,1.0,9.0,163.0,236.0,40.0808080808081
 Santiago de Pischa,209.0,209.0,1.0,9.0,9.0,392.0,658.0,39.2620882971268
 Santiago de Pupuja,515.0,515.0,1.0,7.0,169.0,1214.0,1885.0,37.7531200363059
 Santiago de Quirahuara,63.0,63.0,1.0,1.0,,85.0,164.0,41.063829787234
 Santiago de Surco,93891.0,93891.0,86897.0,57635.0,4850.0,96736.0,21714.0,38.0124532131052
 Santiago de Tucuma,146.0,146.0,,4.0,14.0,320.0,464.0,28.812133072407
 Santiago de Tuna,106.0,106.0,,14.0,14.0,110.0,170.0,43.1167883211679
 Santillana,462.0,462.0,4.0,10.0,29.0,799.0,1116.0,29.6053997923157
 Santo Domingo,1012.0,1012.0,30.0,28.0,104.0,1222.0,1784.0,38.9521812080537
 Santo Domingo de Acobamba,93.0,93.0,,7.0,13.0,567.0,1758.0,30.1137897782064
 Santo Domingo de Anda,233.0,233.0,3.0,6.0,59.0,467.0,784.0,29.0827067669173
 Santo Domingo de Capillas,96.0,96.0,1.0,4.0,11.0,190.0,323.0,36.8314917127072
 Santo Domingo de la Capilla,201.0,201.0,15.0,13.0,27.0,948.0,1320.0,31.1925122314401
 Santo Domingo de los Olleros,832.0,832.0,98.0,110.0,269.0,801.0,755.0,27.21504
 Santo Tomas,1753.0,1753.0,69.66666666666667,62.333333333333336,305.6666666666667,2294.3333333333335,3246.6666666666665,32.021670531761465
 Santo Tomas de Pata,204.0,204.0,,5.0,48.0,350.0,450.0,32.7130919220056
 Santo Toribio,37.0,37.0,5.0,8.0,3.0,278.0,362.0,37.5582938388626
 Sapallanga,4207.0,4207.0,348.0,612.0,526.0,4966.0,5068.0,29.4323568448995
 Sapillica,369.0,369.0,17.0,20.0,117.0,958.0,2522.0,26.4208372978116
 Saposoa,2766.0,2766.0,545.0,101.0,757.0,2458.0,2253.0,30.9672925048428
 Saquena,114.0,114.0,2.0,,1.0,327.0,688.0,26.8160475482912
 Sara Sara,85.0,85.0,1.0,1.0,3.0,112.0,208.0,41.4980544747082
 Sarayacu,494.0,494.0,19.0,7.0,89.0,1432.0,2779.0,25.1283422459893
 Sarhua,404.0,404.0,12.0,2.0,7.0,498.0,769.0,32.8019877675841
 Sarin,413.0,413.0,18.0,21.0,61.0,1282.0,2397.0,26.1824809331539
 Sartimbamba,806.0,806.0,23.0,27.0,69.0,1987.0,3258.0,26.0923642302981
 Satipo,6717.0,6717.0,1104.0,527.0,2687.0,8322.0,7670.0,29.0274578556979
 Sauce,988.0,988.0,196.0,46.0,378.0,1423.0,1048.0,28.8507503786314
 Saucepampa,345.0,345.0,3.0,13.0,58.0,409.0,442.0,35.5345781466113
 Saurama,41.0,41.0,,,,249.0,392.0,37.4132947976879
 Sausa,712.0,712.0,93.0,107.0,45.0,735.0,690.0,30.5088235294118
 Sayan,5773.0,5773.0,1131.0,753.0,1434.0,5822.0,2394.0,30.8917036910458
 Sayapullo,549.0,549.0,37.0,26.0,93.0,1156.0,1665.0,28.4296899467585
 Sayla,21.0,21.0,,1.0,1.0,71.0,115.0,36.2100313479624
 Saylla,1210.0,1210.0,184.0,247.0,29.0,1335.0,1250.0,26.029433681073
 Saña,2848.0,2848.0,387.0,148.0,751.0,2966.0,1843.0,34.661100111905
 Sañayca,267.0,267.0,6.0,8.0,7.0,282.0,400.0,37.5573622402891
 Saño,1105.0,1105.0,127.0,143.0,135.0,1239.0,1247.0,29.3984034833091
 Secclla,272.0,272.0,,8.0,26.0,657.0,935.0,31.3155339805825
 Sechura,9909.0,9909.0,1699.0,840.0,2542.0,10160.0,4560.0,25.8696344471855
 Sepahua,440.0,440.0,17.0,6.0,122.0,720.0,1627.0,23.735837716003
 Sexi,17.0,17.0,1.0,1.0,4.0,87.0,113.0,37.2305882352941
 Shamboyacu,738.0,738.0,36.0,36.0,143.0,1310.0,1847.0,24.8021978021978
 Shanao,241.0,241.0,24.0,4.0,68.0,438.0,375.0,31.2273417721519
 Shapaja,321.0,321.0,51.0,16.0,84.0,378.0,387.0,32.8775090066907
 Shatoja,363.0,363.0,26.0,14.0,109.0,530.0,657.0,28.116844207723
 Shilla,239.0,239.0,7.0,28.0,1.0,592.0,945.0,35.2760846181427
 Shipasbamba,326.0,326.0,5.0,6.0,64.0,397.0,406.0,30.0441845354126
 Shunqui,76.0,76.0,1.0,1.0,4.0,323.0,562.0,31.0035377358491
 Shunte,50.0,50.0,,,10.0,199.0,344.0,24.625855513308
 Shupluy,199.0,199.0,9.0,9.0,2.0,261.0,483.0,29.5516304347826
 Sibayo,126.0,126.0,,7.0,23.0,154.0,254.0,34.7787742899851
 Sicaya,4124.0,4124.0,383.0,432.0,420.0,3935.0,4166.0,28.0587644696433
 Sicchez,169.0,169.0,6.0,3.0,40.0,352.0,472.0,38.546553808948
 Sicsibamba,58.0,58.0,5.0,7.0,8.0,349.0,493.0,35.1450742240216
 Sicuani,13829.0,13829.0,1502.0,1154.0,2314.0,14775.0,15550.0,30.4562228716689
 Sihuas,978.0,978.0,194.0,94.0,156.0,1356.0,954.0,31.9406763999261
 Sillapata,51.0,51.0,,9.0,8.0,295.0,633.0,33.4922822491731
 Simbal,722.0,722.0,108.0,90.0,88.0,899.0,763.0,32.4284658950997
 Simon Bolívar,2933.0,2933.0,233.0,403.0,280.0,3108.0,2287.0,29.4825870646766
 Sina,302.0,302.0,2.0,12.0,70.0,246.0,663.0,29.4833232261977
 Sincos,646.0,646.0,29.0,62.0,35.0,849.0,1164.0,32.9317061143984
 Singa,132.0,132.0,7.0,7.0,75.0,648.0,886.0,32.366251198466
 Sinsicap,545.0,545.0,9.0,10.0,16.0,1047.0,2050.0,29.5106655290102
 Sitabamba,172.0,172.0,6.0,5.0,17.0,504.0,873.0,27.9811728395062
 Sitacocha,571.0,571.0,21.0,8.0,22.0,1335.0,2106.0,28.3701393497014
 Sitajara,63.0,63.0,,4.0,8.0,133.0,189.0,46.5142857142857
 Sivia,1857.0,1857.0,43.0,75.0,233.0,2417.0,2549.0,27.4571640270445
 Socabaya,20026.0,20026.0,8452.0,5595.0,1027.0,19463.0,13222.0,32.5422754840679
 Socos,544.0,544.0,2.0,13.0,21.0,955.0,1796.0,32.0117607526882
 Socota,752.0,752.0,52.0,42.0,139.0,2127.0,2519.0,32.6267947868346
 Soloco,254.0,254.0,5.0,5.0,15.0,269.0,380.0,36.2957516339869
 Sonche,33.0,33.0,,1.0,10.0,55.0,85.0,33.8744939271255
 Sondor,488.0,488.0,12.0,31.0,150.0,1208.0,1931.0,29.4487394957983
 Sondorillo,204.0,204.0,4.0,17.0,82.0,1304.0,2789.0,28.917634323952
 Soplin,3.0,3.0,,,,30.0,139.0,24.780316344464
 Soras,146.0,146.0,5.0,2.0,19.0,260.0,357.0,35.0878048780488
 Soraya,168.0,168.0,,1.0,1.0,187.0,269.0,36.8129395218003
 Soritor,3954.0,3954.0,602.0,169.0,1429.0,4819.0,3675.0,27.69847541136
 Sorochuco,467.0,467.0,17.0,19.0,38.0,1598.0,2506.0,33.5780739934712
 Subtanjalla,7390.0,7390.0,2066.0,1201.0,745.0,7011.0,5705.0,29.1060357103735
 Succha,59.0,59.0,2.0,4.0,18.0,220.0,180.0,39.7114845938375
 Sucre,478.0,478.0,49.0,48.0,53.0,1143.0,1480.0,31.5422354104847
 Suitucancha,96.0,96.0,2.0,10.0,16.0,139.0,232.0,30.004347826087
 Sullana,36779.0,36779.0,9645.0,3977.0,11342.0,37335.0,25345.0,30.8158207104261
 Sumbilca,100.0,100.0,1.0,7.0,5.0,199.0,273.0,46.3583333333333
 Sunampe,7306.0,7306.0,1976.0,922.0,877.0,6704.0,4203.0,30.5815536985453
 Supe,5822.0,5822.0,1513.0,579.0,1004.0,5510.0,2900.0,31.4204704334238
 Supe Puerto,3300.0,3300.0,1280.0,338.0,283.0,3030.0,1739.0,31.6873590042785
 Surco,303.0,303.0,19.0,23.0,7.0,341.0,267.0,37.4591329068941
 Surcubamba,175.0,175.0,6.0,15.0,17.0,786.0,1409.0,31.3973049337101
 Surquillo,27349.0,27349.0,22371.0,10384.0,1227.0,27752.0,8764.0,37.9759071882931
 Susapaya,78.0,78.0,2.0,2.0,15.0,131.0,263.0,46.8610038610039
 Suyckutambo,313.0,313.0,2.0,8.0,167.0,354.0,650.0,35.2166768107121
 Suyo,1847.0,1847.0,115.0,111.0,697.0,1952.0,2697.0,30.0846229537526
 Tabaconas,1978.0,1978.0,34.0,40.0,271.0,2861.0,4888.0,26.8053368081129
 Tabalosos,1860.0,1860.0,130.0,51.0,290.0,2609.0,2482.0,29.8710281720585
 Tacabamba,1036.0,1036.0,34.0,52.0,162.0,3610.0,4570.0,32.6462047885889
 Tacna,26384.0,26384.0,12376.0,7976.0,1532.0,26352.0,16657.0,35.1401282106441
 Tahuamanu,655.0,655.0,73.0,27.0,451.0,630.0,557.0,27.6541012216405
 Tahuania,486.0,486.0,40.0,15.0,189.0,681.0,1956.0,22.4237657308809
 Talavera,2742.0,2742.0,728.0,506.0,327.0,4141.0,4273.0,31.0064293046626
 Tamarindo,920.0,920.0,73.0,47.0,166.0,1061.0,820.0,32.0589071704245
 Tambillo,646.0,646.0,11.0,75.0,30.0,929.0,1329.0,27.8301961561324
 Tambo,693.0,693.0,37.0,29.5,33.5,1111.5,1616.5,34.225357168068854
 Tambo Grande,13782.0,13782.0,686.0,813.0,6207.0,18309.0,23388.0,28.4185962137774
 Tambo de Mora,1397.0,1397.0,487.0,150.0,129.0,1289.0,883.0,30.5206109679794
 Tambobamba,1394.0,1394.0,89.0,60.0,136.0,1813.0,3135.0,28.4613235719102
 Tambopata,20145.0,20145.0,8549.0,1826.0,14537.0,22057.0,11960.0,27.902105584376
 Tamburco,2549.0,2549.0,490.0,326.0,214.0,2964.0,2341.0,29.0159285516987
 Tanta,95.0,95.0,1.0,2.0,16.0,116.0,64.0,36.189349112426
 Tantamayo,53.0,53.0,4.0,2.0,17.0,392.0,569.0,31.6167698368036
 Tantara,87.0,87.0,,5.0,6.0,140.0,233.0,36.3425925925926
 Tantarica,355.0,355.0,17.0,26.0,32.0,511.0,759.0,35.0568874441284
 Tapacocha,37.0,37.0,2.0,1.0,3.0,96.0,147.0,39.4085510688836
 Tapairihua,93.0,93.0,,3.0,,308.0,726.0,34.9599567099567
 Tapay,58.0,58.0,3.0,4.0,4.0,143.0,193.0,39.3160621761658
 Tapiche,8.0,8.0,,,,49.0,184.0,26.6696935300795
 Tapo,760.0,760.0,5.0,74.0,54.0,944.0,1346.0,31.1900290632685
 Tapuc,408.0,408.0,3.0,13.0,15.0,582.0,756.0,35.9727947238252
 Taraco,2802.0,2802.0,13.0,138.0,1410.0,3484.0,4711.0,35.3057682104146
 Tarapoto,19603.0,19603.0,11029.0,2060.0,12553.0,19998.0,5938.0,32.1044901605318
 Tarata,467.0,467.0,17.0,26.0,105.0,720.0,1132.0,33.9486545853926
 Taray,282.0,282.0,30.0,39.0,30.0,424.0,1204.0,30.5013914656772
 Tarica,722.0,722.0,137.0,151.0,37.0,1264.0,1603.0,31.0347112653834
 Tarma,12610.0,12610.0,1898.0,1349.0,774.0,12462.0,10078.0,32.930654107797
 Tarucachi,35.0,35.0,,5.0,3.0,62.0,163.0,44.3898305084746
 Tate,1263.0,1263.0,232.0,136.0,112.0,1195.0,1075.0,31.2792524952219
 Tauca,208.0,208.0,25.0,8.0,34.0,664.0,734.0,33.3819678264123
 Tauria,30.0,30.0,,4.0,7.0,69.0,104.0,32.5448504983389
 Taurija,94.0,94.0,11.0,11.0,14.0,421.0,765.0,29.0492983087442
 Tauripampa,35.0,35.0,,3.0,22.0,95.0,235.0,45.5571142284569
 Tayabamba,1112.0,1112.0,162.0,88.0,170.0,2403.0,3294.0,28.6253803042434
 Teniente Cesar López Rojas,552.0,552.0,12.0,6.0,99.0,631.0,1165.0,26.1265276779295
 Teniente Manuel Clavero,148.0,148.0,4.0,1.0,2.0,154.0,487.0,24.7121277514027
 Tiabaya,4087.0,4087.0,1403.0,1033.0,150.0,3892.0,2873.0,32.4637761719474
 Tibillo,36.0,36.0,,,4.0,75.0,129.0,38.9476744186046
